,NAME,STABREV,number_uninsured,percent_uninsured,RACECAT,race_category,time,state,highlight
1709,Maine,ME,105736,0.10099999999999999,0,All Races,2016,23,0
1713,Maryland,MD,353248,0.07,0,All Races,2016,24,0
1717,Massachusetts,MA,165417,0.03,0,All Races,2016,25,2
1721,Michigan,MI,519190,0.064,0,All Races,2016,26,0
1725,Minnesota,MN,220535,0.048,0,All Races,2016,27,0
1729,Mississippi,MS,342668,0.14,0,All Races,2016,28,0
1733,Missouri,MO,526350,0.106,0,All Races,2016,29,0
1737,Montana,MT,84231,0.1,0,All Races,2016,30,0
1741,Nebraska,NE,153934,0.09699999999999999,0,All Races,2016,31,0
1745,Nevada,NV,323527,0.131,0,All Races,2016,32,0
1749,New Hampshire,NH,78021,0.07200000000000001,0,All Races,2016,33,0
1753,New Jersey,NJ,681347,0.092,0,All Races,2016,34,0
1757,New Mexico,NM,189965,0.11199999999999999,0,All Races,2016,35,1
1761,New York,NY,1151995,0.071,0,All Races,2016,36,0
1765,North Carolina,NC,1023107,0.122,0,All Races,2016,37,0
1769,North Dakota,ND,47683,0.076,0,All Races,2016,38,0
1773,Ohio,OH,632536,0.067,0,All Races,2016,39,0
1777,Oklahoma,OK,517631,0.16,0,All Races,2016,40,0
1781,Oregon,OR,248573,0.07400000000000001,0,All Races,2016,41,0
1785,Pennsylvania,PA,691654,0.068,0,All Races,2016,42,0
1789,Rhode Island,RI,43275,0.051,0,All Races,2016,44,0
1793,South Carolina,SC,484799,0.121,0,All Races,2016,45,0
1797,South Dakota,SD,73089,0.10400000000000001,0,All Races,2016,46,0
1801,Tennessee,TN,581927,0.106,0,All Races,2016,47,0
1805,Texas,TX,4444791,0.18600000000000003,0,All Races,2016,48,0
1809,Utah,UT,259941,0.09699999999999999,0,All Races,2016,49,0
1813,Vermont,VT,23063,0.047,0,All Races,2016,50,0
1817,Virginia,VA,692343,0.099,0,All Races,2016,51,0
1821,Washington,WA,420125,0.069,0,All Races,2016,53,0
1825,West Virginia,WV,94163,0.065,0,All Races,2016,54,0
1829,Wisconsin,WI,297297,0.063,0,All Races,2016,55,0
1833,Wyoming,WY,65310,0.134,0,All Races,2016,56,0
1837,Alabama,AL,438049,0.11,0,All Races,2017,01,0
1841,Alaska,AK,94727,0.14800000000000002,0,All Races,2017,02,0
1845,Arizona,AZ,685974,0.121,0,All Races,2017,04,0
1849,Arkansas,AR,226179,0.09300000000000001,0,All Races,2017,05,0
1853,California,CA,2740078,0.08199999999999999,0,All Races,2017,06,0
1857,Colorado,CO,410250,0.087,0,All Races,2017,08,0
1861,Connecticut,CT,182122,0.063,0,All Races,2017,09,0
1865,Delaware,DE,46586,0.061,0,All Races,2017,10,0
1869,District of Columbia,DC,24833,0.043,0,All Races,2017,11,0
1873,Florida,FL,2615963,0.16,0,All Races,2017,12,0
1877,Georgia,GA,1361978,0.155,0,All Races,2017,13,0
1881,Hawaii,HI,53025,0.046,0,All Races,2017,15,0
1885,Idaho,ID,168400,0.11800000000000001,0,All Races,2017,16,0
1889,Illinois,IL,837890,0.079,0,All Races,2017,17,0
1893,Indiana,IN,526667,0.096,0,All Races,2017,18,0
1897,Iowa,IA,139424,0.055,0,All Races,2017,19,0
1901,Kansas,KS,243306,0.10099999999999999,0,All Races,2017,20,0
1905,Kentucky,KY,231153,0.064,0,All Races,2017,21,0
1909,Louisiana,LA,372802,0.096,0,All Races,2017,22,0
1913,Maine,ME,106863,0.102,0,All Races,2017,23,0
1917,Maryland,MD,353922,0.07,0,All Races,2017,24,0
1921,Massachusetts,MA,182389,0.033,0,All Races,2017,25,2
1925,Michigan,MI,496654,0.061,0,All Races,2017,26,0
1929,Minnesota,MN,235543,0.051,0,All Races,2017,27,0
1933,Mississippi,MS,352306,0.145,0,All Races,2017,28,0
1937,Missouri,MO,541217,0.109,0,All Races,2017,29,0
1941,Montana,MT,87780,0.10400000000000001,0,All Races,2017,30,0
1945,Nebraska,NE,152068,0.096,0,All Races,2017,31,0
1949,Nevada,NV,327604,0.131,0,All Races,2017,32,0
1953,New Hampshire,NH,75492,0.07,0,All Races,2017,33,0
1957,New Jersey,NJ,668596,0.09,0,All Races,2017,34,0
1961,New Mexico,NM,186717,0.11,0,All Races,2017,35,1
1965,New York,NY,1079651,0.066,0,All Races,2017,36,0
1969,North Carolina,NC,1063335,0.126,0,All Races,2017,37,0
1973,North Dakota,ND,53542,0.086,0,All Races,2017,38,0
1977,Ohio,OH,671470,0.071,0,All Races,2017,39,0
1981,Oklahoma,OK,533903,0.165,0,All Races,2017,40,0
1985,Oregon,OR,277244,0.08199999999999999,0,All Races,2017,41,0
1989,Pennsylvania,PA,674739,0.066,0,All Races,2017,42,0
1993,Rhode Island,RI,46220,0.054000000000000006,0,All Races,2017,44,0
1997,South Carolina,SC,528726,0.131,0,All Races,2017,45,0
2001,South Dakota,SD,76049,0.10800000000000001,0,All Races,2017,46,0
2005,Tennessee,TN,621332,0.113,0,All Races,2017,47,0
2009,Texas,TX,4704625,0.19399999999999998,0,All Races,2017,48,0
2013,Utah,UT,273905,0.1,0,All Races,2017,49,0
2017,Vermont,VT,26857,0.055,0,All Races,2017,50,0
2021,Virginia,VA,709136,0.102,0,All Races,2017,51,0
2025,Washington,WA,438678,0.071,0,All Races,2017,53,0
2029,West Virginia,WV,106784,0.075,0,All Races,2017,54,0
2033,Wisconsin,WI,303172,0.064,0,All Races,2017,55,0
2037,Wyoming,WY,67560,0.142,0,All Races,2017,56,0
2041,Alabama,AL,470052,0.11900000000000001,0,All Races,2018,01,0
2045,Alaska,AK,88519,0.139,0,All Races,2018,02,0
2049,Arizona,AZ,737852,0.128,0,All Races,2018,04,0
2053,Arkansas,AR,233441,0.096,0,All Races,2018,05,0
2057,California,CA,2772644,0.083,0,All Races,2018,06,0
2061,Colorado,CO,419456,0.08800000000000001,0,All Races,2018,08,0
2065,Connecticut,CT,178690,0.062,0,All Races,2018,09,0
2069,Delaware,DE,51804,0.068,0,All Races,2018,10,0
2073,District of Columbia,DC,20753,0.036000000000000004,0,All Races,2018,11,0
2077,Florida,FL,2673659,0.161,0,All Races,2018,12,0
2081,Georgia,GA,1398968,0.159,0,All Races,2018,13,0
2085,Hawaii,HI,53377,0.047,0,All Races,2018,15,0
2089,Idaho,ID,190472,0.131,0,All Races,2018,16,0
2093,Illinois,IL,853809,0.081,0,All Races,2018,17,0
2097,Indiana,IN,532695,0.09699999999999999,0,All Races,2018,18,0
2101,Iowa,IA,142584,0.055999999999999994,0,All Races,2018,19,0
2105,Kansas,KS,241000,0.10099999999999999,0,All Races,2018,20,0
2109,Kentucky,KY,241947,0.067,0,All Races,2018,21,0
2113,Louisiana,LA,354948,0.09300000000000001,0,All Races,2018,22,0
2117,Maine,ME,106052,0.102,0,All Races,2018,23,0
2121,Maryland,MD,346367,0.069,0,All Races,2018,24,0
2125,Massachusetts,MA,182533,0.033,0,All Races,2018,25,2
2129,Michigan,MI,526541,0.065,0,All Races,2018,26,0
2133,Minnesota,MN,238150,0.051,0,All Races,2018,27,0
2137,Mississippi,MS,349341,0.14400000000000002,0,All Races,2018,28,0
2141,Missouri,MO,562414,0.114,0,All Races,2018,29,0
2145,Montana,MT,86396,0.102,0,All Races,2018,30,0
2149,Nebraska,NE,149728,0.094,0,All Races,2018,31,0
2153,Nevada,NV,326024,0.129,0,All Races,2018,32,0
2157,New Hampshire,NH,76244,0.071,0,All Races,2018,33,0
2161,New Jersey,NJ,642184,0.087,0,All Races,2018,34,0
2165,New Mexico,NM,194630,0.115,0,All Races,2018,35,1
2169,New York,NY,1007242,0.063,0,All Races,2018,36,0
2173,North Carolina,NC,1076670,0.127,0,All Races,2018,37,0
2177,North Dakota,ND,50455,0.081,0,All Races,2018,38,0
2181,Ohio,OH,729559,0.077,0,All Races,2018,39,0
2185,Oklahoma,OK,536856,0.166,0,All Races,2018,40,0
2189,Oregon,OR,285855,0.084,0,All Races,2018,41,0
2193,Pennsylvania,PA,681152,0.067,0,All Races,2018,42,0
2197,Rhode Island,RI,40378,0.048,0,All Races,2018,44,0
2201,South Carolina,SC,515001,0.127,0,All Races,2018,45,0
2205,South Dakota,SD,80090,0.11199999999999999,0,All Races,2018,46,0
2209,Tennessee,TN,662260,0.12,0,All Races,2018,47,0
2213,Texas,TX,4883741,0.19899999999999998,0,All Races,2018,48,0
2217,Utah,UT,288573,0.10400000000000001,0,All Races,2018,49,0
2221,Vermont,VT,23522,0.049,0,All Races,2018,50,0
2225,Virginia,VA,705225,0.10099999999999999,0,All Races,2018,51,0
2229,Washington,WA,469557,0.075,0,All Races,2018,53,0
2233,West Virginia,WV,109457,0.078,0,All Races,2018,54,0
2237,Wisconsin,WI,306773,0.065,0,All Races,2018,55,0
2241,Wyoming,WY,58689,0.124,0,All Races,2018,56,0
